Id,MSSubClass,MSZoning,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,GrLivArea,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,GarageType,GarageYrBlt,GarageFinish,GarageCars,SalePrice
498,50,RL,9120,BrkSide,7,6,1925,1820,1133,687,1820,2,0,Detchd,1925.0,Unf,1,184000
499,20,RL,7800,Sawyer,5,7,1967,899,899,0,899,1,0,Attchd,1967.0,Fin,1,130000
500,20,RL,7535,NAmes,5,7,1958,912,912,0,912,1,0,Attchd,1958.0,Fin,1,120000
501,160,RM,1890,BrDale,6,5,1973,1218,672,546,1218,1,1,Detchd,1973.0,Unf,1,113000
502,60,FV,9803,Somerst,7,5,2005,1768,866,902,1768,2,1,Attchd,2005.0,RFn,2,226700
503,20,RL,9170,Edwards,5,7,1965,1214,1214,0,1214,1,0,Detchd,1965.0,Unf,2,140000
504,20,RL,15602,Crawfor,7,8,1959,1801,1801,0,1801,2,0,Attchd,1959.0,Fin,2,289000
505,160,RL,2308,NPkVill,6,5,1974,1322,855,467,1322,2,1,Attchd,1974.0,Unf,2,147000
506,90,RM,7596,OldTown,5,5,1952,1960,960,1000,1960,2,0,Detchd,1952.0,Unf,2,124500
507,60,RL,9554,SawyerW,8,5,1993,1911,1065,846,1911,2,1,Attchd,1993.0,RFn,2,215000
508,20,FV,7862,Somerst,6,5,2009,1218,1218,0,1218,2,0,Attchd,2009.0,Fin,2,208300
509,70,RM,9600,OldTown,7,9,1928,1378,689,689,1378,2,0,Detchd,1928.0,Unf,2,161000
510,20,RL,9600,NAmes,5,6,1959,1041,1041,0,1041,1,0,Attchd,1959.0,RFn,1,124500
511,20,RL,14559,NAmes,5,7,1951,1363,1363,0,1363,1,0,CarPort,1951.0,Unf,1,164900
512,120,RL,6792,NridgHt,7,5,2005,1368,1368,0,1368,2,0,Attchd,2005.0,RFn,2,202665
513,20,RL,9100,NAmes,5,5,1958,864,864,0,864,1,0,Detchd,1964.0,Unf,2,129900
514,20,RL,9187,Mitchel,6,5,1983,1080,1080,0,1080,1,1,Attchd,1983.0,Unf,2,134000
515,45,RL,10594,Crawfor,5,5,1926,789,789,0,789,1,0,Detchd,1926.0,Unf,1,96500
516,20,RL,12220,NridgHt,10,5,2009,2020,2020,0,2020,2,1,Attchd,2009.0,Fin,3,402861
517,80,RL,10448,NWAmes,6,6,1972,2119,1378,741,2119,2,1,Attchd,1972.0,RFn,2,158000
518,60,RL,10208,NoRidge,7,5,1996,2344,1277,1067,2344,2,1,Attchd,1996.0,RFn,3,265000
519,60,RL,9531,CollgCr,6,5,1998,1796,882,914,1796,2,1,Attchd,1998.0,RFn,2,211000
520,70,RL,10918,Crawfor,7,9,1926,2080,1276,804,2080,1,1,Detchd,1926.0,Unf,1,234000
521,190,RL,10800,OldTown,4,7,1900,1294,694,600,1294,2,0,,,,0,106250
522,20,RL,11988,NAmes,6,6,1957,1244,1244,0,1244,1,1,Attchd,1957.0,Unf,1,150000
523,50,RM,5000,BrkSide,6,7,1947,1664,1004,660,1664,2,0,Detchd,1950.0,Unf,2,159000
524,60,RL,40094,Edwards,10,5,2007,4676,3138,1538,4676,3,1,BuiltIn,2007.0,Fin,3,184750
525,60,RL,11787,NoRidge,7,5,1996,2398,1383,1015,2398,2,1,Attchd,1996.0,Fin,3,315750
526,20,FV,7500,Somerst,7,5,2005,1266,1266,0,1266,2,0,Attchd,2005.0,Unf,2,176000
527,20,RL,13300,NAmes,5,7,1956,928,928,0,928,1,0,Attchd,1956.0,Unf,1,132000
528,60,RL,14948,NridgHt,9,5,2008,2713,1476,1237,2713,2,1,Attchd,2008.0,Fin,3,446261
529,30,RL,9098,Edwards,4,7,1920,605,605,0,605,1,0,,,,0,86000
530,20,RL,32668,Crawfor,6,3,1957,2515,2515,0,2515,3,0,Attchd,1975.0,RFn,2,200624
531,80,RL,10200,Timber,6,5,1988,1509,1509,0,1509,2,0,Attchd,1988.0,RFn,2,175000
532,70,RM,6155,BrkSide,6,8,1920,1362,751,611,1362,2,0,Detchd,1920.0,Fin,2,128000
533,20,RL,7200,NAmes,5,7,1955,827,827,0,827,1,0,Detchd,1967.0,Unf,1,107500
534,20,RL,5000,BrkSide,1,3,1946,334,334,0,334,1,0,,,,0,39300
535,60,RL,9056,Gilbert,8,5,2004,1414,707,707,1414,2,1,Attchd,2004.0,Fin,2,178000
536,190,RL,7000,Edwards,5,7,1910,1347,820,527,1347,1,0,,,,0,107500
537,60,RL,8924,CollgCr,7,5,1998,1724,880,844,1724,2,1,Attchd,1998.0,Fin,2,188000
538,20,RL,12735,NAmes,4,5,1972,864,864,0,864,1,0,Detchd,1980.0,Unf,2,111250
539,20,RL,11553,Sawyer,5,5,1968,1159,1159,0,1159,1,1,Attchd,1968.0,Unf,1,158000
540,20,RL,11423,CollgCr,8,5,2001,1601,1601,0,1601,2,0,Attchd,2001.0,RFn,2,272000
541,20,RL,14601,Timber,9,5,2006,1838,1838,0,1838,2,0,Attchd,2006.0,Fin,3,315000
542,60,RL,11000,NoRidge,8,5,2000,2285,997,1288,2285,2,1,BuiltIn,2000.0,Fin,3,248000
543,20,RL,10140,NWAmes,7,5,1998,1680,1680,0,1680,2,0,Attchd,1998.0,Fin,2,213250
544,120,RH,4058,NAmes,7,5,1998,767,767,0,767,1,0,Attchd,1998.0,Fin,1,133000
545,60,RL,17104,Gilbert,7,5,2006,1496,664,832,1496,2,1,Attchd,2006.0,RFn,2,179665
546,50,RL,13837,NWAmes,7,5,1988,2183,1377,806,2183,2,1,Attchd,1988.0,Unf,3,229000
547,50,RL,8737,BrkSide,6,7,1923,1635,915,720,1635,1,1,Detchd,1950.0,Unf,2,210000
548,85,RL,7244,Mitchel,5,7,1970,768,768,0,768,1,0,Detchd,1987.0,Unf,2,129500
549,20,RM,8235,OldTown,5,7,1955,825,825,0,825,1,0,Detchd,1963.0,RFn,2,125000
550,60,FV,9375,Somerst,7,5,2003,2094,912,1182,2094,2,1,BuiltIn,2003.0,Fin,2,263000
551,120,RL,4043,NPkVill,6,6,1977,1069,1069,0,1069,2,0,Attchd,1977.0,RFn,2,140000
552,20,RM,6000,OldTown,5,6,1957,928,928,0,928,1,0,Attchd,1957.0,Fin,1,112500
553,20,RL,11146,NridgHt,8,5,2006,1717,1717,0,1717,2,0,Attchd,2006.0,RFn,3,255500
554,20,RL,8777,Edwards,4,5,1949,1126,1126,0,1126,2,0,Detchd,2002.0,Fin,2,108000
555,60,RL,10625,NridgHt,7,5,2003,2046,1006,1040,2046,2,1,BuiltIn,2003.0,RFn,3,284000
556,45,RM,6380,BrkSide,5,6,1922,1048,1048,0,1048,1,0,Detchd,1922.0,Unf,1,113000
557,20,RL,14850,NAmes,5,5,1957,1092,1092,0,1092,1,0,Attchd,1957.0,Fin,1,141000
558,50,C (all),11040,IDOTRR,4,6,1920,1336,897,439,1336,1,1,CarPort,1994.0,Unf,1,108000
559,60,RL,21872,Gilbert,7,5,1996,1446,729,717,1446,2,1,Attchd,1996.0,Unf,2,175000
560,120,RL,3196,Blmngtn,7,5,2003,1557,1557,0,1557,2,0,Attchd,2003.0,Fin,2,234000
561,20,RL,11341,Sawyer,5,6,1957,1392,1392,0,1392,1,1,Detchd,1957.0,Unf,2,121500
562,20,RL,10010,Mitchel,5,5,1974,1389,1389,0,1389,1,0,Attchd,1975.0,RFn,2,170000
563,30,RL,13907,Edwards,5,6,1940,996,996,0,996,1,0,,,,0,108000
564,50,RL,21780,Edwards,6,7,1918,1674,1163,511,1674,2,0,Detchd,1955.0,Fin,2,185000
565,60,RL,13346,NoRidge,7,5,1992,2295,1166,1129,2295,2,1,Attchd,1992.0,RFn,2,268000
566,70,RL,6858,SWISU,6,4,1915,1647,841,806,1647,1,1,Detchd,1920.0,Unf,1,128000
567,60,RL,11198,StoneBr,9,5,2005,2504,1134,1370,2504,2,1,BuiltIn,2005.0,Fin,3,325000
568,20,RL,10171,NridgHt,7,5,2004,1535,1535,0,1535,2,0,Attchd,2004.0,RFn,2,214000
569,50,RL,12327,SawyerW,8,8,1983,2132,1496,636,2132,1,1,BuiltIn,1983.0,Fin,2,316600
570,90,RL,7032,NAmes,5,5,1979,943,943,0,943,1,0,Detchd,1979.0,Unf,2,135960
571,90,RL,13101,NAmes,5,5,1965,1728,1728,0,1728,2,0,Detchd,1987.0,Unf,2,142600
572,20,RL,7332,NAmes,6,6,1959,864,864,0,864,1,0,Attchd,1959.0,Unf,1,120000
573,60,RL,13159,Timber,7,5,2009,1692,846,846,1692,2,1,Attchd,2009.0,RFn,2,224500
574,80,RL,9967,Gilbert,7,5,2000,1430,774,656,1430,2,1,BuiltIn,2000.0,RFn,2,170000
575,80,RL,10500,NAmes,5,7,1971,1109,576,533,1109,1,0,BuiltIn,1971.0,Unf,1,139000
576,50,RL,8480,NAmes,5,5,1947,1216,832,384,1216,1,0,Detchd,1947.0,Unf,1,118500
577,50,RL,6292,SWISU,7,7,1928,1477,877,600,1477,2,0,Detchd,1928.0,Unf,1,145000
578,80,RL,11777,Sawyer,5,6,1966,1320,1320,0,1320,1,0,Attchd,1966.0,RFn,2,164500
579,160,FV,3604,Somerst,7,5,2007,1392,703,689,1392,2,0,Detchd,2007.0,Unf,2,146000
580,50,RM,12150,OldTown,5,5,1954,1795,1050,745,1795,2,0,Attchd,1954.0,Unf,1,131500
581,20,RL,14585,NAmes,6,6,1960,1429,1429,0,1429,1,0,Attchd,1960.0,Unf,2,181900
582,20,RL,12704,NridgHt,8,5,2008,2042,2042,0,2042,2,1,Attchd,2009.0,RFn,3,253293
583,90,RL,11841,Edwards,6,5,1990,816,816,0,816,1,0,,,,0,118500
584,75,RM,13500,OldTown,10,9,1893,2775,1521,1254,2775,3,1,Detchd,1988.0,Unf,2,325000
585,50,RM,6120,BrkSide,4,7,1935,1573,989,584,1573,1,0,Detchd,1935.0,Unf,1,133000
586,20,RL,11443,Timber,8,5,2005,2028,2028,0,2028,2,0,Attchd,2005.0,RFn,3,369900
587,30,RL,10267,BrkSide,6,7,1918,838,838,0,838,1,0,Detchd,1961.0,Fin,1,130000
588,85,RL,8740,Sawyer,5,6,1982,860,860,0,860,1,0,Detchd,1996.0,Unf,2,137000
589,20,RL,25095,ClearCr,5,8,1968,1473,1473,0,1473,1,0,Attchd,1968.0,Unf,1,143000
590,40,RM,9100,BrkSide,5,6,1930,935,779,0,935,1,0,Detchd,1988.0,Unf,1,79500
591,60,RL,8320,CollgCr,7,5,2004,1582,770,812,1582,2,1,Attchd,2004.0,RFn,2,185900
592,60,RL,13478,NridgHt,10,5,2008,2296,1728,568,2296,2,1,BuiltIn,2008.0,RFn,3,451950
593,20,RL,6600,Mitchel,5,8,1982,816,816,0,816,1,0,Detchd,1985.0,Fin,2,138000
594,120,RM,4435,CollgCr,6,5,2003,848,848,0,848,1,0,Attchd,2003.0,Fin,2,140000
595,20,RL,7990,CollgCr,5,6,1975,924,924,0,924,1,0,Detchd,1981.0,Unf,1,110000
596,20,RL,11302,StoneBr,8,5,2005,1826,1826,0,1826,2,0,Attchd,2005.0,Fin,3,319000
597,70,RM,3600,OldTown,6,7,1910,1368,684,684,1368,1,0,Detchd,1930.0,Unf,1,114504
598,120,RL,3922,Blmngtn,7,5,2006,1402,1402,0,1402,0,2,Attchd,2006.0,Fin,3,194201
599,20,RL,12984,Crawfor,5,6,1977,1647,1647,0,1647,2,0,Attchd,1977.0,Fin,2,217500
600,160,RM,1950,Blueste,6,6,1980,1556,716,840,1556,2,1,Attchd,1980.0,Fin,2,151000
601,60,RL,10927,NridgHt,8,5,2005,1904,1058,846,1904,2,1,BuiltIn,2003.0,Fin,2,275000
602,50,RM,9000,IDOTRR,6,6,1937,1375,780,595,1375,1,1,Detchd,1979.0,Unf,1,141000
603,60,RL,10041,SawyerW,8,5,1992,1915,927,988,1915,2,1,Attchd,1992.0,Fin,2,220000
604,160,FV,3182,Somerst,7,5,2004,1200,600,600,1200,2,1,Detchd,2004.0,RFn,2,151000
605,20,RL,12803,CollgCr,7,5,2002,1494,1494,0,1494,2,0,Attchd,2002.0,RFn,2,221000
606,60,RL,13600,NAmes,7,6,1965,1986,1186,800,1986,2,1,Attchd,1965.0,Unf,2,205000
607,20,RL,12464,CollgCr,5,5,1996,1040,1040,0,1040,1,0,Detchd,2000.0,Unf,2,152000
608,20,RL,7800,Edwards,5,8,1948,2008,1112,896,2008,3,0,Attchd,1948.0,Unf,1,225000
609,70,RL,12168,Crawfor,8,6,1934,3194,1940,1254,3194,2,1,Basment,1934.0,Unf,2,359100
610,20,RL,7943,Sawyer,4,5,1961,1029,1029,0,1029,1,0,Attchd,1961.0,Unf,1,118500
611,60,RL,11050,CollgCr,9,5,2000,2153,1476,677,2153,2,1,Attchd,2000.0,Fin,3,313000
612,80,RL,10395,NWAmes,6,6,1978,1032,1032,0,1032,2,0,Attchd,1978.0,Unf,2,148000
613,60,RL,11885,CollgCr,8,5,2001,1872,1299,573,1872,2,1,BuiltIn,2001.0,RFn,2,261500
614,20,RL,8402,Mitchel,5,5,2007,1120,1120,0,1120,1,0,,,,0,147000
615,180,RM,1491,MeadowV,4,6,1972,630,630,0,630,1,0,,,,0,75500
616,85,RL,8800,NAmes,6,7,1963,1054,1054,0,1054,1,0,Attchd,1963.0,RFn,2,137500
617,60,RL,7861,Gilbert,6,5,2002,1509,807,702,1509,2,1,Attchd,2002.0,Fin,2,183200
618,45,RL,7227,NAmes,6,6,1954,832,832,0,832,1,0,Detchd,1962.0,Unf,2,105500
619,20,RL,11694,NridgHt,9,5,2007,1828,1828,0,1828,2,0,Attchd,2007.0,Unf,3,314813
620,60,RL,12244,Timber,8,5,2003,2262,1482,780,2262,2,1,Attchd,2003.0,Fin,3,305000
621,30,RL,8248,Edwards,3,3,1914,864,864,0,864,1,0,,,,0,67000
622,60,RL,10800,NWAmes,6,7,1974,2614,1548,1066,2614,2,1,Attchd,1974.0,RFn,2,240000
623,20,RL,7064,Sawyer,5,6,1977,980,980,0,980,1,0,Detchd,1986.0,Unf,2,135000
624,160,FV,2117,Somerst,6,5,2000,1512,756,756,1512,2,1,Detchd,2000.0,Unf,2,168500
625,60,RL,10400,NWAmes,6,5,1972,1790,1012,778,1790,1,2,Attchd,1972.0,RFn,2,165150
626,20,RL,10000,NAmes,6,6,1962,1116,1116,0,1116,1,1,Attchd,1962.0,Unf,2,160000
627,20,RL,12342,NAmes,5,5,1960,1422,1422,0,1422,1,0,Attchd,1960.0,RFn,1,139900
628,80,RL,9600,NAmes,6,6,1955,1520,1520,0,1520,1,0,Basment,1955.0,RFn,1,153000
629,60,RL,11606,NAmes,5,5,1969,2080,1040,1040,2080,1,2,Attchd,1969.0,Unf,2,135000
630,80,RL,9020,NAmes,6,5,1964,1350,1350,0,1350,1,1,Attchd,1964.0,RFn,2,168500
631,70,RM,9000,OldTown,5,6,1880,1750,1089,661,1750,1,0,Detchd,1937.0,Unf,1,124000
632,120,RL,4590,NridgHt,8,5,2006,1554,1554,0,1554,2,0,Attchd,2006.0,RFn,2,209500
633,20,RL,11900,NWAmes,7,5,1977,1411,1411,0,1411,2,0,Attchd,1977.0,Fin,2,82500
634,20,RL,9250,NAmes,5,7,1954,1056,1056,0,1056,1,0,Attchd,1954.0,Unf,1,139400
635,90,RL,6979,OldTown,6,5,1980,1056,1056,0,1056,0,0,Detchd,1980.0,Unf,2,144000
636,190,RH,10896,SWISU,6,7,1914,3395,1440,1440,3395,2,0,,,,0,200000
637,30,RM,6120,BrkSide,2,3,1936,800,800,0,800,1,0,,,,0,60000
638,190,RM,6000,OldTown,5,4,1954,1387,811,576,1387,2,0,BuiltIn,1954.0,Unf,1,93000
639,30,RL,8777,Edwards,5,7,1910,796,796,0,796,1,0,,,,0,85000
640,120,RL,3982,Blmngtn,8,5,2006,1567,1567,0,1567,2,0,Attchd,2006.0,Fin,3,264561
641,120,RL,12677,NridgHt,8,5,2003,1518,1518,0,1518,1,1,Attchd,2003.0,RFn,2,274000
642,60,FV,7050,Somerst,7,5,2001,1929,1057,872,1929,2,1,Attchd,2001.0,Fin,2,226000
643,80,RL,13860,NAmes,8,7,1972,2704,2000,704,2704,2,1,Attchd,1972.0,Fin,2,345000
644,60,RL,10793,NWAmes,5,5,1969,1620,780,840,1620,2,1,Attchd,1969.0,Fin,2,152000
645,20,FV,9187,Somerst,9,5,2009,1766,1766,0,1766,2,1,Attchd,2009.0,Fin,3,370878
646,20,RL,10530,NAmes,6,5,1971,981,981,0,981,1,1,Detchd,1979.0,Unf,2,143250
647,20,RL,7200,NAmes,5,5,1950,1048,1048,0,1048,1,0,Detchd,1950.0,Unf,2,98300
648,20,RL,10452,Edwards,6,5,1953,1094,1094,0,1094,1,0,Attchd,1953.0,RFn,2,155000
649,60,RL,7700,NAmes,6,5,1966,1839,1051,788,1839,1,1,Attchd,1966.0,Unf,2,155000
650,180,RM,1936,MeadowV,4,6,1970,630,630,0,630,1,0,,,,0,84500
651,60,FV,8125,Somerst,7,6,2007,1665,822,843,1665,2,1,Attchd,2007.0,RFn,2,205950
652,70,RL,9084,Edwards,4,5,1940,1510,755,755,1510,1,0,Detchd,1940.0,Unf,1,108000
653,60,RL,8750,CollgCr,7,5,1996,1716,909,807,1716,2,1,Attchd,1996.0,RFn,2,191000
654,50,RM,10320,IDOTRR,6,7,1906,1469,756,713,1469,1,0,Detchd,1906.0,Unf,1,135000
655,20,RL,10437,NoRidge,8,6,1995,2113,2113,0,2113,2,1,Attchd,1995.0,Fin,3,350000
656,160,RM,1680,BrDale,6,5,1971,1092,525,567,1092,1,1,Detchd,1971.0,Unf,1,88000
657,20,RL,10007,NAmes,5,7,1959,1053,1053,0,1053,1,1,Attchd,1959.0,RFn,1,145500
658,70,RL,7200,Crawfor,7,6,1931,1502,851,651,1502,1,1,Attchd,1931.0,RFn,1,149000
659,50,RL,17503,NAmes,6,5,1948,1458,912,546,1458,1,0,Attchd,1948.0,Unf,1,97500
660,20,RL,9937,Edwards,5,7,1964,1486,1486,0,1486,1,0,Detchd,1968.0,Fin,2,167000
661,60,RL,12384,NWAmes,7,7,1976,1935,1142,793,1935,2,1,Attchd,1976.0,RFn,2,197900
662,60,RL,46589,NoRidge,8,7,1994,2448,1686,762,2448,2,1,Attchd,1994.0,RFn,3,402000
663,20,RL,13560,NAmes,6,3,1968,1392,1392,0,1392,1,0,Attchd,1968.0,RFn,2,110000
664,85,RL,10012,Edwards,4,5,1972,1181,1181,0,1181,2,0,Detchd,1974.0,RFn,2,137500
665,20,RL,20896,Somerst,8,5,2005,2097,2097,0,2097,1,1,Attchd,2005.0,Fin,3,423000
666,60,RL,11194,Gilbert,8,5,2000,1936,1454,482,1936,2,1,Attchd,2000.0,RFn,2,230500
667,60,RL,18450,NAmes,6,5,1965,2380,1465,915,2380,2,1,CarPort,1965.0,Unf,2,129000
668,20,RL,8125,SawyerW,6,5,1994,1679,1679,0,1679,2,0,Attchd,1994.0,RFn,2,193500
669,20,RL,14175,Sawyer,5,6,1956,1437,1437,0,1437,1,1,Detchd,1999.0,Unf,2,168000
670,30,RL,11600,Crawfor,4,5,1922,1180,1180,0,1180,1,0,Detchd,1922.0,Unf,1,137500
671,60,RL,8633,CollgCr,6,5,2005,1476,738,738,1476,2,1,Attchd,2005.0,Fin,2,173500
672,70,RH,6629,Edwards,6,6,1925,1369,697,672,1369,2,0,Detchd,1930.0,Unf,1,103600
673,20,RL,11250,Veenker,6,6,1977,1208,1208,0,1208,1,1,Attchd,1977.0,RFn,2,165000
674,20,RL,14442,Crawfor,6,7,1957,1839,1839,0,1839,2,0,Attchd,1957.0,Fin,2,257500
675,20,RL,9200,NAmes,6,6,1965,1136,1136,0,1136,1,0,Attchd,1965.0,RFn,1,140000
676,160,RL,2289,NPkVill,6,6,1978,1441,855,586,1441,2,1,Attchd,1978.0,Unf,2,148500
677,70,RM,9600,OldTown,4,2,1900,1774,1095,679,1774,2,0,2Types,1920.0,Unf,3,87000
678,30,RL,9022,OldTown,5,8,1924,792,792,0,792,1,0,Detchd,1924.0,Unf,1,109500
679,20,RL,11844,StoneBr,8,5,2008,2046,2046,0,2046,2,1,Attchd,2008.0,Fin,3,372500
680,20,RL,9945,Sawyer,5,5,1961,988,988,0,988,1,0,Detchd,1963.0,Unf,2,128500
681,120,RL,8012,SawyerW,6,5,1980,923,923,0,923,2,0,Attchd,1980.0,RFn,1,143000
682,50,RH,4500,SWISU,5,5,1932,1520,848,672,1520,1,0,Detchd,1968.0,Unf,1,159434
683,120,RL,2887,ClearCr,6,5,1996,1291,1291,0,1291,1,0,Attchd,1996.0,Unf,2,173000
684,20,RL,11248,CollgCr,9,5,2002,1668,1668,0,1668,2,0,Attchd,2002.0,Fin,3,285000
685,60,RL,16770,NoRidge,7,5,1998,1839,1195,644,1839,2,1,Attchd,1998.0,Fin,2,221000
686,160,RL,5062,StoneBr,7,5,1984,2090,1190,900,2090,2,0,Attchd,1984.0,Fin,2,207500
687,60,FV,10207,Somerst,7,6,2007,1761,874,887,1761,3,0,Attchd,2007.0,Fin,2,227875
688,160,FV,5105,Somerst,7,5,2004,1102,551,551,1102,2,1,Detchd,2004.0,Unf,2,148800
689,20,RL,8089,StoneBr,8,6,2007,1419,1419,0,1419,2,0,Attchd,2007.0,RFn,2,392000
690,120,RL,7577,NridgHt,6,5,2005,1362,1362,0,1362,2,0,Attchd,2005.0,RFn,2,194700
691,120,RM,4426,CollgCr,6,5,2004,848,848,0,848,1,0,Attchd,2004.0,RFn,2,141000
692,60,RL,21535,NoRidge,10,6,1994,4316,2444,1872,4316,3,1,Attchd,1994.0,Fin,3,755000
693,60,RL,26178,Timber,7,5,1989,2519,1238,1281,2519,2,1,Attchd,1989.0,RFn,2,335000
694,30,RL,5400,OldTown,5,6,1921,1073,1073,0,1073,1,0,Detchd,1968.0,Unf,1,108480
695,50,RM,6120,BrkSide,5,6,1936,1539,1067,472,1539,1,1,Detchd,1995.0,Unf,2,141500
696,20,RL,13811,Timber,6,6,1987,1137,1137,0,1137,2,0,Attchd,1987.0,Unf,2,176000
697,30,RM,6000,BrkSide,5,7,1921,616,616,0,616,1,0,Detchd,1921.0,Unf,1,89000
698,20,RL,6420,Edwards,5,7,1952,1148,1148,0,1148,1,0,Detchd,1952.0,Unf,1,123500
699,20,RL,8450,Sawyer,5,8,1965,894,894,0,894,1,0,Detchd,1973.0,Unf,1,138500
700,120,FV,4282,Somerst,7,5,2004,1391,1391,0,1391,2,0,Attchd,2004.0,RFn,2,196000
701,20,RL,14331,Timber,8,5,2002,1800,1800,0,1800,2,0,Attchd,2002.0,Fin,3,312500
702,20,RL,9600,NWAmes,7,5,1969,1164,1164,0,1164,1,1,Attchd,1969.0,Unf,2,140000
703,60,RL,12438,StoneBr,8,5,2006,2576,1264,1312,2576,2,1,BuiltIn,2006.0,Fin,3,361919
704,190,RM,7630,OldTown,5,9,1900,1812,1032,780,1812,2,0,Detchd,1999.0,Unf,2,140000
705,20,RL,8400,CollgCr,7,5,2004,1484,1484,0,1484,2,0,Attchd,2004.0,RFn,2,213000
706,190,RM,5600,IDOTRR,4,5,1930,1092,372,720,1092,2,0,,,,0,55000
707,20,RL,115149,ClearCr,7,5,1971,1824,1824,0,1824,2,0,Attchd,1971.0,Unf,2,302000
708,120,RL,6240,NridgHt,8,5,2006,1324,1324,0,1324,2,0,Attchd,2006.0,Fin,2,254000
709,60,RL,9018,Gilbert,7,5,2007,1456,728,728,1456,2,1,Attchd,2007.0,Fin,2,179540
710,20,RL,7162,Sawyer,5,7,1966,904,904,0,904,1,0,Attchd,1966.0,Unf,1,109900
711,30,RL,4130,BrkSide,3,6,1935,729,729,0,729,1,0,,,,0,52000
712,50,C (all),8712,IDOTRR,4,7,1900,1178,859,319,1178,1,0,Detchd,1964.0,RFn,1,102776
713,120,RL,4671,StoneBr,8,5,1988,1228,1228,0,1228,2,0,Attchd,1988.0,Fin,2,189000
714,190,RL,9873,BrkSide,4,5,1970,960,960,0,960,1,0,Detchd,1970.0,Unf,2,129000
715,60,RL,13517,Sawyer,6,8,1976,1479,725,754,1479,2,1,Attchd,1976.0,RFn,2,130500
716,20,RL,10140,NWAmes,6,5,1974,1350,1350,0,1350,2,0,Attchd,1974.0,RFn,2,165000
717,70,RM,10800,OldTown,7,8,1890,2554,1576,978,2554,1,1,Detchd,1996.0,Unf,2,159500
718,20,RL,10000,NWAmes,5,6,1973,1178,1178,0,1178,1,1,Attchd,1973.0,Unf,2,157000
719,60,RL,10542,NoRidge,7,5,1993,2418,1325,1093,2418,2,1,Attchd,1993.0,RFn,3,341000
720,20,RL,9920,CollgCr,5,6,1969,971,971,0,971,1,1,Attchd,1969.0,Unf,1,128500
721,120,RL,6563,StoneBr,8,5,1985,1742,1742,0,1742,2,0,Attchd,1985.0,RFn,2,275000
722,120,RM,4426,CollgCr,6,5,2004,848,848,0,848,1,0,Attchd,2004.0,RFn,2,143000
723,20,RL,8120,NAmes,4,7,1970,864,864,0,864,1,0,Detchd,1994.0,Unf,2,124500
724,50,RL,8172,Edwards,4,6,1954,1470,997,473,1470,2,0,Detchd,1958.0,Unf,1,135000
725,20,RL,13286,Edwards,9,5,2007,1698,1698,0,1698,2,0,Attchd,2007.0,Fin,3,320000
726,20,RL,6960,NAmes,4,6,1970,864,864,0,864,1,0,Detchd,1989.0,Unf,2,120500
727,20,RL,21695,Crawfor,6,9,1988,1680,1680,0,1680,2,0,Attchd,1988.0,Fin,2,222000
728,20,RL,7314,CollgCr,7,5,2007,1232,1232,0,1232,2,0,Attchd,2007.0,RFn,2,194500
729,90,RL,11475,NAmes,5,5,1958,1776,1776,0,1776,2,0,Detchd,1968.0,Unf,3,110000
730,30,RM,6240,IDOTRR,4,5,1925,1208,848,0,1208,1,0,Detchd,1962.0,Unf,2,103000
731,120,RL,5389,StoneBr,8,5,1995,1616,1616,0,1616,2,0,Attchd,1995.0,RFn,2,236500
732,80,RL,9590,Timber,7,5,2003,1146,1146,0,1146,2,0,Attchd,2003.0,Fin,2,187500
733,60,RL,11404,CollgCr,7,5,1998,2031,1153,878,2031,2,1,Attchd,1998.0,Fin,2,222500
734,20,RL,10000,Sawyer,5,6,1961,1144,1144,0,1144,1,0,Attchd,1961.0,RFn,1,131400
735,20,RL,8978,Sawyer,5,5,1968,948,948,0,948,1,0,Attchd,1968.0,Unf,1,108000
736,75,RM,10800,OldTown,7,7,1914,1768,880,888,1768,1,1,Detchd,1914.0,Unf,2,163000
737,90,RL,8544,NAmes,3,4,1950,1040,1040,0,1040,2,0,Detchd,1949.0,Unf,2,93500
738,60,RL,10463,Gilbert,8,5,2005,1801,901,900,1801,2,1,Attchd,2005.0,Fin,3,239900
739,90,RL,10800,Edwards,5,5,1987,1200,1200,0,1200,3,0,,,,0,179000
740,60,RL,9313,CollgCr,7,5,2004,1728,864,864,1728,2,1,Attchd,2004.0,RFn,2,190000
741,70,RM,9600,OldTown,5,7,1910,1432,768,664,1432,2,0,Detchd,1910.0,Unf,2,132000
742,20,RL,6768,Sawyer,6,8,1961,912,912,0,912,1,0,Detchd,1962.0,Unf,1,142000
743,20,RL,8450,SawyerW,7,5,2000,1349,1349,0,1349,2,0,Attchd,2000.0,Unf,2,179000
744,80,RL,12886,Sawyer,5,6,1963,1464,1464,0,1464,2,0,Attchd,1997.0,RFn,2,175000
745,120,RL,5395,StoneBr,8,5,1993,1337,1337,0,1337,2,0,Attchd,1993.0,RFn,2,180000
746,60,RL,8963,NWAmes,8,9,1976,2715,1175,1540,2715,3,1,BuiltIn,1994.0,Fin,2,299800
747,60,RL,8795,Gilbert,7,5,2000,2256,980,1276,2256,2,1,BuiltIn,2000.0,Fin,2,236000
748,70,RM,11700,OldTown,7,7,1880,2640,1320,1320,2640,1,1,Detchd,1950.0,Unf,4,265979
